title,price,image_url,details_url,fuel,year,horsepower,mileage,date,city
BMW X1,96.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62fd68be7b35f.jpeg,https://www.wandaloo.com/occasion/bmw-x1-essence-occasion-laayoune-maroc/36699.html,Essence,2010,11 cv,162.000 km,17 août 2022,Laayoune
FORD Kuga,182.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/05/628669d947fcb.jpg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-agadir-maroc/36352.html,Diesel,2018,8 cv,152.000 km,22 mai 2022,Agadir
FORD Fiesta,138.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62fc012153ae4.jpg,https://www.wandaloo.com/occasion/ford-fiesta-diesel-occasion-casablanca-maroc/36692.html,Diesel,2015,6 cv,30.600 km,17 août 2022,Casablanca
MERCEDES Classe C,75.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62fbf7231b9a8.jpg,https://www.wandaloo.com/occasion/mercedes-classe-c-diesel-occasion-tetouan-maroc/36691.html,Diesel,2022,8 cv,300.000 km,16 août 2022,Tétouan
FORD C-Max,150.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/ford-c-max-diesel-occasion-fes-maroc/36690.html,Diesel,2017,6 cv,110.000 km,16 août 2022,Fès
AUDI A4,160.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/audi-a4-diesel-occasion-meknes-maroc/36689.html,Diesel,2012,8 cv,180.000 km,16 août 2022,Meknès
RENAULT Mégane Sedan,157.500,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62fb929d77e78.jpg,https://www.wandaloo.com/occasion/renault-megane-sedan-diesel-occasion-tanger-maroc/36681.html,Diesel,2018,6 cv,84.522 km,16 août 2022,Tanger
TOYOTA Yaris,78.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62fa0eb12c109.jpg,https://www.wandaloo.com/occasion/toyota-yaris-diesel-occasion-casablanca-maroc/36688.html,Diesel,2015,5 cv,115.000 km,15 août 2022,Casablanca
FORD Focus,129.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f9ac323a5f3.jpg,https://www.wandaloo.com/occasion/ford-focus-diesel-occasion-boulmane-maroc/36687.html,Diesel,2014,6 cv,146.000 km,15 août 2022,Boulmane
VOLKSWAGEN Passat,145.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-passat-diesel-occasion-casablanca-maroc/36686.html,Diesel,2012,8 cv,150.000 km,15 août 2022,Casablanca
RENAULT Mégane Sedan,163.500,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f928f9e3008.jpg,https://www.wandaloo.com/occasion/renault-megane-sedan-diesel-occasion-sale-maroc/36685.html,Diesel,2019,6 cv,50.000 km,14 août 2022,Salé
FORD Fiesta,73.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f91cf31a74c.jpeg,https://www.wandaloo.com/occasion/ford-fiesta-essence-occasion-casablanca-maroc/36682.html,Essence,2011,6 cv,123.000 km,14 août 2022,Casablanca
SEAT Leon,185.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f6a2354e4cf.jpeg,https://www.wandaloo.com/occasion/seat-leon-diesel-occasion-rabat-maroc/36673.html,Diesel,2019,6 cv,53.000 km,12 août 2022,Rabat
BMW Série 1,145.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f6c6f06ff09.jpg,https://www.wandaloo.com/occasion/bmw-serie-1-diesel-occasion-casablanca-maroc/36631.html,Diesel,2014,6 cv,224.000 km,12 août 2022,Casablanca
FORD Focus,163.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f6a5940769a.jpg,https://www.wandaloo.com/occasion/ford-focus-diesel-occasion-rabat-maroc/36674.html,Diesel,2017,6 cv,109.000 km,12 août 2022,Rabat
VOLKSWAGEN Coccinelle,219.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f72732ddfc6.jpeg,https://www.wandaloo.com/occasion/volkswagen-coccinelle-diesel-occasion-agadir-maroc/36677.html,Diesel,2017,8 cv,37.000 km,13 août 2022,Agadir
CITROEN C15,30.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f76f767f7b0.jpg,https://www.wandaloo.com/occasion/citroen-c15-diesel-occasion-tiznit-maroc/36678.html,Diesel,1992,6 cv,300.000 km,13 août 2022,Tiznit
JEEP Renegade,210.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f78f5c29b19.jpeg,https://www.wandaloo.com/occasion/jeep-renegade-diesel-occasion-agadir-maroc/36680.html,Diesel,2020,6 cv,75.000 km,13 août 2022,Agadir
JAGUAR F-Pace,310.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/04/626820113fccf.jpg,https://www.wandaloo.com/occasion/jaguar-f-pace-diesel-occasion-beni-mellal-maroc/36240.html,Diesel,2017,8 cv,85.000 km,12 août 2022,Beni Mellal
FORD Fiesta,86.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f8086b74071.jpg,https://www.wandaloo.com/occasion/ford-fiesta-diesel-occasion-marrakech-maroc/36684.html,Diesel,2014,6 cv,210.000 km,13 août 2022,Marrakech
VOLKSWAGEN Jetta,175.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f567cbc9190.jpg,https://www.wandaloo.com/occasion/volkswagen-jetta-diesel-occasion-tanger-maroc/36670.html,Diesel,2017,8 cv,103.000 km,11 août 2022,Tanger
AUDI A3 Berline,175.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62eba8cdc537e.jpg,https://www.wandaloo.com/occasion/audi-a3-berline-diesel-occasion-casablanca-maroc/36644.html,Diesel,2016,8 cv,100.000 km,11 août 2022,Casablanca
AUDI A3 Berline,228.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f453add45db.jpg,https://www.wandaloo.com/occasion/audi-a3-berline-diesel-occasion-rabat-maroc/36668.html,Diesel,2019,8 cv,56.300 km,11 août 2022,Rabat
PEUGEOT 307,56.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f414bf8919e.jpg,https://www.wandaloo.com/occasion/peugeot-307-diesel-occasion-casablanca-maroc/36667.html,Diesel,2006,6 cv,300.000 km,10 août 2022,Casablanca
KIA Picanto,72.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f3b38b30025.jpg,https://www.wandaloo.com/occasion/kia-picanto-essence-occasion-casablanca-maroc/36666.html,Essence,2019,6 cv,54.000 km,10 août 2022,Casablanca
BMW Série 5,425.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f027af5f934.jpeg,https://www.wandaloo.com/occasion/bmw-serie-5-diesel-occasion-rabat-maroc/36630.html,Diesel,2017,8 cv,54.000 km,10 août 2022,Rabat
RENAULT Koleos,60.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f37cbd97583.jpeg,https://www.wandaloo.com/occasion/renault-koleos-diesel-occasion-casablanca-maroc/36664.html,Diesel,2010,8 cv,135.000 km,10 août 2022,Casablanca
DACIA Logan,83.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/dacia-logan-diesel-occasion-casablanca-maroc/36665.html,Diesel,2016,6 cv,107.000 km,10 août 2022,Casablanca
SEAT Ibiza,90.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f24ba90c6f0.jpg,https://www.wandaloo.com/occasion/seat-ibiza-diesel-occasion-casablanca-maroc/36662.html,Diesel,2012,6 cv,134.000 km,9 août 2022,Casablanca
CITROEN C4 Cactus,155.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f25541115ed.jpg,https://www.wandaloo.com/occasion/citroen-c4-cactus-diesel-occasion-casablanca-maroc/36663.html,Diesel,2018,6 cv,42.200 km,9 août 2022,Casablanca
MINI Countryman,83.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f234bfe42c9.jpg,https://www.wandaloo.com/occasion/mini-countryman-essence-occasion-casablanca-maroc/36661.html,Essence,2008,9 cv,183.000 km,9 août 2022,Casablanca
OPEL Astra,120.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f1686d900a6.jpg,https://www.wandaloo.com/occasion/opel-astra-diesel-occasion-kenitra-maroc/36660.html,Diesel,2012,7 cv,68.000 km,8 août 2022,Kénitra
VOLKSWAGEN Touareg,158.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f0ff1b97abe.jpg,https://www.wandaloo.com/occasion/volkswagen-touareg-diesel-occasion-kenitra-maroc/36659.html,Diesel,2013,12 cv,108.000 km,8 août 2022,Kénitra
VOLKSWAGEN Touareg,105.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62f0e55c85b38.jpeg,https://www.wandaloo.com/occasion/volkswagen-touareg-diesel-occasion-rabat-maroc/36657.html,Diesel,2009,12 cv,179.000 km,8 août 2022,Rabat
DACIA Sandero,82.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62efcada54107.jpeg,https://www.wandaloo.com/occasion/dacia-sandero-diesel-occasion-mohammadia-maroc/36655.html,Diesel,2011,cv,190.000 km,7 août 2022,Mohammadia
FORD Fusion,163.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62efbc6fbf952.jpeg,https://www.wandaloo.com/occasion/ford-fusion-diesel-occasion-casablanca-maroc/36654.html,Diesel,2015,8 cv,118.000 km,7 août 2022,Casablanca
DACIA Logan,37.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62eba8ecb0925.jpg,https://www.wandaloo.com/occasion/dacia-logan-essence-occasion-casablanca-maroc/36643.html,Essence,2006,8 cv,270.000 km,6 août 2022,Casablanca
OPEL Grandland,215.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/06/6298fc7fc6b0e.jpg,https://www.wandaloo.com/occasion/opel-grandland-diesel-occasion-rabat-maroc/36415.html,Diesel,2020,6 cv,54.000 km,6 août 2022,Rabat
DACIA Sandero,66.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/06/62a77e07bf3d1.jpg,https://www.wandaloo.com/occasion/dacia-sandero-essence-occasion-rabat-maroc/36465.html,Essence,2017,7 cv,155.000 km,6 août 2022,Rabat
NISSAN Juke,133.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62ed85419a090.jpg,https://www.wandaloo.com/occasion/nissan-juke-diesel-occasion-casablanca-maroc/36651.html,Diesel,2015,6 cv,63.000 km,5 août 2022,Casablanca
HYUNDAI Santa Fe,95.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62ed2dde76579.jpg,https://www.wandaloo.com/occasion/hyundai-santa-fe-diesel-occasion-beni-mellal-maroc/36650.html,Diesel,2011,9 cv,149.000 km,5 août 2022,Beni Mellal
NISSAN Juke,225.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62ecf86768b71.jpg,https://www.wandaloo.com/occasion/nissan-juke-essence-occasion-tetouan-maroc/36648.html,Essence,2022,6 cv,8.000 km,5 août 2022,Tétouan
BMW Série 4 Gran Coupé,389.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62ec2e2e2640e.jpg,https://www.wandaloo.com/occasion/bmw-serie-4-gran-coupe-diesel-occasion-rabat-maroc/36647.html,Diesel,2019,8 cv,86.000 km,4 août 2022,Rabat
VOLVO S90,380.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d96d3f17f94.jpeg,https://www.wandaloo.com/occasion/volvo-s90-diesel-occasion-casablanca-maroc/36599.html,Diesel,2018,8 cv,42.000 km,4 août 2022,Casablanca
NISSAN Qashqai,195.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62ebcedb23ff4.jpg,https://www.wandaloo.com/occasion/nissan-qashqai-diesel-occasion-sale-maroc/36646.html,Diesel,2019,6 cv,78.000 km,4 août 2022,Salé
BMW X5,290.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62ebaf1be05b4.jpg,https://www.wandaloo.com/occasion/bmw-x5-diesel-occasion-casablanca-maroc/36645.html,Diesel,2015,8 cv,121.000 km,4 août 2022,Casablanca
KIA Sportage,245.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62ead98f0e1bf.jpg,https://www.wandaloo.com/occasion/kia-sportage-diesel-occasion-ouarzazate-maroc/36641.html,Diesel,2021,6 cv,11.600 km,3 août 2022,Ouarzazate
VOLKSWAGEN Polo,125.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62eaae00eca22.jpg,https://www.wandaloo.com/occasion/volkswagen-polo-diesel-occasion-kenitra-maroc/36640.html,Diesel,2017,6 cv,95.000 km,3 août 2022,Kénitra
HYUNDAI i10,66.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62ea9d0f7707d.jpg,https://www.wandaloo.com/occasion/hyundai-i10-essence-occasion-casablanca-maroc/36639.html,Essence,2012,6 cv,144.000 km,3 août 2022,Casablanca
FORD Kuga,255.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-casablanca-maroc/36638.html,Diesel,2020,8 cv,54.000 km,3 août 2022,Casablanca
MERCEDES Classe M,80.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62dc099fcf753.jpeg,https://www.wandaloo.com/occasion/mercedes-classe-m-diesel-occasion-al-hoceima-maroc/36605.html,Diesel,2004,cv,250.000 km,1 août 2022,Al Hoceima
HYUNDAI Santa Fe,105.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/08/62e7b57b6759d.jpg,https://www.wandaloo.com/occasion/hyundai-santa-fe-diesel-occasion-khouribga-maroc/36629.html,Diesel,2010,9 cv,303.000 km,1 août 2022,Khouribga
MERCEDES Classe C,52.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e6ce6a5d72d.jpeg,https://www.wandaloo.com/occasion/mercedes-classe-c-diesel-occasion-el-jadida-maroc/36627.html,Diesel,1998,cv,200.000 km,31 juillet 2022,El Jadida
HYUNDAI i30,152.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e6d6169f1f6.jpg,https://www.wandaloo.com/occasion/hyundai-i30-diesel-occasion-casablanca-maroc/36628.html,Diesel,2018,6 cv,80.000 km,31 juillet 2022,Casablanca
AUDI Q5,200.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e5aa97970e2.jpg,https://www.wandaloo.com/occasion/audi-q5-diesel-occasion-rabat-maroc/36625.html,Diesel,2012,8 cv,153.000 km,30 juillet 2022,Rabat
BMW Série 1,198.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e40d4ac49e0.jpg,https://www.wandaloo.com/occasion/bmw-serie-1-diesel-occasion-rabat-maroc/36623.html,Diesel,2017,6 cv,97.000 km,29 juillet 2022,Rabat
PEUGEOT 206,56.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e4497d1f16c.jpeg,https://www.wandaloo.com/occasion/peugeot-206-essence-occasion-casablanca-maroc/36624.html,Essence,2022,6 cv,151.000 km,29 juillet 2022,Casablanca
RENAULT Clio,113.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/renault-clio-diesel-occasion-tanger-maroc/36622.html,Diesel,2016,6 cv,28.000 km,29 juillet 2022,Tanger
PEUGEOT 308,121.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e29215442a2.jpg,https://www.wandaloo.com/occasion/peugeot-308-diesel-occasion-marrakech-maroc/36619.html,Diesel,2018,6 cv,51.000 km,28 juillet 2022,Marrakech
RENAULT Laguna,57.500,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/renault-laguna-essence-occasion-fes-maroc/36620.html,Essence,2014,9 cv,84.262 km,28 juillet 2022,Fès
VOLKSWAGEN Golf,189.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e24b038bbcb.jpg,https://www.wandaloo.com/occasion/volkswagen-golf-diesel-occasion-khenifra-maroc/36618.html,Diesel,2016,6 cv,146.000 km,28 juillet 2022,Khénifra
TOYOTA Corolla Sport,250.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e1a86eb49d5.jpeg,https://www.wandaloo.com/occasion/toyota-corolla-sport-hybride-occasion-tanger-maroc/36617.html,Hybride,2021,8 cv,22.000 km,27 juillet 2022,Tanger
OPEL Corsa,105.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e106091887c.jpeg,https://www.wandaloo.com/occasion/opel-corsa-essence-occasion-rabat-maroc/36614.html,Essence,2017,7 cv,25.900 km,27 juillet 2022,Rabat
AUDI Q3,235.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e1306f0c101.jpeg,https://www.wandaloo.com/occasion/audi-q3-diesel-occasion-rabat-maroc/36616.html,Diesel,2015,8 cv,82.000 km,27 juillet 2022,Rabat
FORD Kuga,158.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e0ff5c5ad32.jpg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-casablanca-maroc/36613.html,Diesel,2015,8 cv,199.000 km,27 juillet 2022,Casablanca
FIAT 500,87.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62e03d1ac61e1.jpg,https://www.wandaloo.com/occasion/fiat-500-diesel-occasion-casablanca-maroc/36612.html,Diesel,2015,6 cv,123.000 km,26 juillet 2022,Casablanca
PEUGEOT 308,180.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/06/62e038c57bf47.jpg,https://www.wandaloo.com/occasion/peugeot-308-diesel-occasion-casablanca-maroc/36508.html,Diesel,2020,6 cv,23.000 km,26 juillet 2022,Casablanca
VOLKSWAGEN Golf,275.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62dfc11486ad2.jpeg,https://www.wandaloo.com/occasion/volkswagen-golf-diesel-occasion-rabat-maroc/36610.html,Diesel,2019,8 cv,68.000 km,26 juillet 2022,Rabat
RENAULT Scénic,140.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62dd917816ebc.jpeg,https://www.wandaloo.com/occasion/renault-scenic-diesel-occasion-rabat-maroc/36608.html,Diesel,2016,6 cv,136.000 km,24 juillet 2022,Rabat
MINI 3 portes,140.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62dd4cd119420.jpeg,https://www.wandaloo.com/occasion/mini-3-portes-essence-occasion-rabat-maroc/36607.html,Essence,2016,9 cv,77.000 km,24 juillet 2022,Rabat
PEUGEOT 207,83.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62dcaf46091f0.jpg,https://www.wandaloo.com/occasion/peugeot-207-diesel-occasion-casablanca-maroc/36606.html,Diesel,2012,6 cv,115.600 km,24 juillet 2022,Casablanca
KIA Carens,78.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62db2d28d6725.jpg,https://www.wandaloo.com/occasion/kia-carens-essence-occasion-casablanca-maroc/36604.html,Essence,2007,8 cv,100.312 km,22 juillet 2022,Casablanca
SEAT Leon,130.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62da7ae18b945.jpeg,https://www.wandaloo.com/occasion/seat-leon-diesel-occasion-casablanca-maroc/36603.html,Diesel,2013,6 cv,130.000 km,22 juillet 2022,Casablanca
VOLKSWAGEN CC,180.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62da5d3bdff5d.jpeg,https://www.wandaloo.com/occasion/volkswagen-cc-diesel-occasion-rabat-maroc/36602.html,Diesel,2016,8 cv,194.000 km,22 juillet 2022,Rabat
MINI 3 portes,160.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d9237e8a11d.png,https://www.wandaloo.com/occasion/mini-3-portes-essence-occasion-casablanca-maroc/36596.html,Essence,2016,9 cv,105.000 km,21 juillet 2022,Casablanca
MAZDA 2,63.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d9a35475fe9.jpeg,https://www.wandaloo.com/occasion/mazda-2-essence-occasion-casablanca-maroc/36600.html,Essence,2008,8 cv,41.500 km,21 juillet 2022,Casablanca
FORD Focus,125.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62caf76f5a6c9.jpeg,https://www.wandaloo.com/occasion/ford-focus-diesel-occasion-casablanca-maroc/36565.html,Diesel,2014,6 cv,95.000 km,20 juillet 2022,Casablanca
CHEVROLET Cruze,95.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d851296dcd3.jpeg,https://www.wandaloo.com/occasion/chevrolet-cruze-diesel-occasion-casablanca-maroc/36594.html,Diesel,2014,8 cv,88.000 km,20 juillet 2022,Casablanca
PEUGEOT 207,55.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d85a5044810.jpg,https://www.wandaloo.com/occasion/peugeot-207-essence-occasion-casablanca-maroc/36595.html,Essence,2009,8 cv,122.500 km,20 juillet 2022,Casablanca
PEUGEOT Partner,57.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d69837138bf.jpeg,https://www.wandaloo.com/occasion/peugeot-partner-diesel-occasion-tanger-maroc/36592.html,Diesel,2012,7 cv,125.000 km,19 juillet 2022,Tanger
JEEP Cherokee,225.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d6aa30c506e.jpg,https://www.wandaloo.com/occasion/jeep-cherokee-diesel-occasion-casablanca-maroc/36593.html,Diesel,2017,8 cv,145.000 km,19 juillet 2022,Casablanca
LAND ROVER Range Rover Sport,410.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d5c3ae99479.jpg,https://www.wandaloo.com/occasion/land-rover-range-rover-sport-diesel-occasion-tanger-maroc/36591.html,Diesel,2014,12 cv,174.000 km,18 juillet 2022,Tanger
HYUNDAI ix35,148.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d43a99ec39c.jpg,https://www.wandaloo.com/occasion/hyundai-ix35-diesel-occasion-rabat-maroc/36587.html,Diesel,2012,8 cv,122.000 km,17 juillet 2022,Rabat
MERCEDES Classe C,82.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d4675a921e8.jpeg,https://www.wandaloo.com/occasion/mercedes-classe-c-diesel-occasion-marrakech-maroc/36589.html,Diesel,2001,9 cv,400.000 km,17 juillet 2022,Marrakech
CITROEN C3,134.900,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d43d9a28aac.jpg,https://www.wandaloo.com/occasion/citroen-c3-diesel-occasion-sale-maroc/36588.html,Diesel,2020,6 cv,34.500 km,17 juillet 2022,Salé
FIAT Panda,70.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d2fd82bcf06.jpeg,https://www.wandaloo.com/occasion/fiat-panda-essence-occasion-kenitra-maroc/36585.html,Essence,2012,6 cv,35.000 km,16 juillet 2022,Kénitra
VOLKSWAGEN Polo,130.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/volkswagen-polo-diesel-occasion-rabat-maroc/36586.html,Diesel,2016,6 cv,48.400 km,17 juillet 2022,Rabat
VOLVO V40,175.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d26ad7baf00.jpg,https://www.wandaloo.com/occasion/volvo-v40-diesel-occasion-rabat-maroc/36584.html,Diesel,2018,8 cv,87.000 km,16 juillet 2022,Rabat
VOLKSWAGEN Golf,215.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/06/62b6e6e716e82.jpg,https://www.wandaloo.com/occasion/volkswagen-golf-diesel-occasion-rabat-maroc/36510.html,Diesel,2015,8 cv,160.000 km,16 juillet 2022,Rabat
FIAT 500X,180.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d1b5ca0b223.jpg,https://www.wandaloo.com/occasion/fiat-500x-diesel-occasion-casablanca-maroc/36583.html,Diesel,2019,6 cv,45.000 km,15 juillet 2022,Casablanca
LAND ROVER Range Rover,200.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d15851d3d41.jpeg,https://www.wandaloo.com/occasion/land-rover-range-rover-diesel-occasion-rabat-maroc/36581.html,Diesel,2012,12 cv,190 km,15 juillet 2022,Rabat
FORD Kuga,220.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62d0119480f66.jpeg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-casablanca-maroc/36578.html,Diesel,2020,6 cv,54.000 km,14 juillet 2022,Casablanca
HYUNDAI Creta,182.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62cfe268828ad.jpeg,https://www.wandaloo.com/occasion/hyundai-creta-diesel-occasion-casablanca-maroc/36577.html,Diesel,2017,6 cv,50.400 km,14 juillet 2022,Casablanca
DACIA Logan,51.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62cfe0d2b3d66.jpg,https://www.wandaloo.com/occasion/dacia-logan-diesel-occasion-casablanca-maroc/36576.html,Diesel,2013,6 cv,145.000 km,14 juillet 2022,Casablanca
VOLKSWAGEN Touareg,210.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62cf30cf909f8.jpeg,https://www.wandaloo.com/occasion/volkswagen-touareg-diesel-occasion-casablanca-maroc/36574.html,Diesel,2011,12 cv,176.000 km,13 juillet 2022,Casablanca
RENAULT Fluence,96.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62cf5a03d4e3e.jpg,https://www.wandaloo.com/occasion/renault-fluence-diesel-occasion-casablanca-maroc/36575.html,Diesel,2010,6 cv,180.000 km,14 juillet 2022,Casablanca
RENAULT Clio,139.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62ceaf632b216.jpeg,https://www.wandaloo.com/occasion/renault-clio-diesel-occasion-casablanca-maroc/36572.html,Diesel,2017,6 cv,101.111 km,13 juillet 2022,Casablanca
RENAULT Clio,92.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62cea9fc68682.jpeg,https://www.wandaloo.com/occasion/renault-clio-essence-occasion-casablanca-maroc/36571.html,Essence,2018,7 cv,105.000 km,13 juillet 2022,Casablanca
FORD Kuga,160.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62cd45d74e3e3.jpg,https://www.wandaloo.com/occasion/ford-kuga-diesel-occasion-meknes-maroc/36570.html,Diesel,2015,6 cv,194.000 km,12 juillet 2022,Meknès
NISSAN Qashqai,180.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/04/624dec888773a.jpg,https://www.wandaloo.com/occasion/nissan-qashqai-diesel-occasion-casablanca-maroc/36146.html,Diesel,2016,6 cv,33.000 km,12 juillet 2022,Casablanca
FIAT Doblo,91.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62cb48fcba94f.jpg,https://www.wandaloo.com/occasion/fiat-doblo-diesel-occasion-larache-maroc/36567.html,Diesel,2016,5 cv,55.000 km,10 juillet 2022,Larache
BMW Série 5,380.000,https://www.wandaloo.com/imgs/annonce-sans-photo.jpg,https://www.wandaloo.com/occasion/bmw-serie-5-diesel-occasion-rabat-maroc/36566.html,Diesel,2017,8 cv,154.000 km,10 juillet 2022,Rabat
SKODA Octavia,180.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62c89c6bdf394.jpg,https://www.wandaloo.com/occasion/skoda-octavia-diesel-occasion-tanger-maroc/36562.html,Diesel,2018,8 cv,45.000 km,8 juillet 2022,Tanger
OPEL Astra,78.000,https://www.wandaloo.com/files/Voiture-Occasion/2022/07/62c99508e989a.jpeg,https://www.wandaloo.com/occasion/opel-astra-diesel-occasion-marrakech-maroc/36564.html,Diesel,2006,7 cv,128.500 km,9 juillet 2022,Marrakech
